"state.name","avg.wt","avg.qlrest2","avg.ht","avg.bmi","avg.drnk"
"alabama",180.724683544304,9.05128205128205,168.030959752322,29.0022195586581,2.33333333333333
"alaska",189.275590551181,8.38095238095238,172.099236641221,28.9057234801994,2.32352941176471
"arizona",169.686666666667,5.77049180327869,168.261589403974,27.0489974525197,2.40689655172414
"arkansas",177.3663003663,8.22661870503597,168.795774647887,28.0231014801141,2.3125
"california",170.046428571429,6.8477508650519,168.131438721137,27.2333011050961,2.17
"colorado",167.170175438596,8.13471502590674,169.611015490534,26.1655201080748,1.97050147492625
"connecticut",166.724489795918,8.11842105263158,168.839869281046,26.3696653934224,1.78350515463918
"delaware",174.908163265306,8.13131313131313,167.393034825871,28.1546356041955,2.02298850574713
"district of columbia",164.618357487923,8.01932367149758,168.919431279621,26.2245561460309,1.79861111111111
"florida",173.306201550388,7.72211720226843,167.919020715631,27.9274589775875,2.3568281938326
"georgia",169.909090909091,8.48409893992933,167.627659574468,27.3672629516701,2.04424778761062
"guam",167.948717948718,6.13888888888889,166.2,27.7186227927937,4.73333333333333
"hawaii",161.431746031746,7.40566037735849,165.651090342679,26.5221677747591,2.57236842105263
"idaho",176.774193548387,8.61044176706827,169.214285714286,27.7569368594739,1.875
"illinois",171.464,7.62745098039216,168.498054474708,27.3197251256077,2.16923076923077
"indiana",176.434042553191,8.83966244725738,168.152892561983,28.1850712378187,2.0625
"iowa",172.840425531915,7.33333333333333,170.19,26.9057097507221,2.1474358974359
"kansas",177.271844660194,7.53664302600473,169.789719626168,27.6913067270339,1.890625
"kentucky",177.046272493573,9.32178217821782,167.818407960199,28.4488903537227,2.4954954954955
"louisiana",173.551724137931,7.81208053691275,168.896321070234,27.5438908463383,2.8
"maine",169.267692307692,7.17065868263473,167.940828402367,27.0501040246885,1.76923076923077
"maryland",174.010917030568,8.25690021231422,169.230769230769,27.4702811463599,1.97769516728625
"massachusetts",170.230610134436,8.86792452830189,166.971086739781,27.5476921037136,2.33206831119545
"michigan",174.438053097345,7.33974358974359,168.797441364606,27.6394669006298,2.28440366972477
"minnesota",173.227053140097,7.59345794392523,169.816037735849,27.0011119326033,2.08270676691729
"mississippi",180.55091383812,8.20822622107969,168.833333333333,28.6879381358672,2.14423076923077
"missouri",175.295275590551,7.87795275590551,169.265625,27.57088534807,2.28571428571429
"montana",176.985074626866,8.02958579881657,170.319648093842,27.5928365596683,2.35227272727273
"nebraska",177.92199488491,6.81738035264484,169.924223602484,27.8286097242043,2.14673913043478
"nevada",173.303964757709,7.90212765957447,169.508474576271,27.1668724396691,2.17730496453901
"new hampshire",172.252252252252,7.07352941176471,169.119883040936,27.1936272748747,1.84466019417476
"new jersey",170.36170212766,7.9738219895288,168.416812609457,27.221413902687,2.18387096774194
"new mexico",166.568106312292,8.06514657980456,167.343137254902,26.9699200640276,1.83333333333333
"new york",171.625336927224,8.78974358974359,168.964467005076,27.1245323786112,2.08558558558559
"north carolina",176.954188481675,7.67875647668394,170.001290322581,27.6780636439457,1.99305555555556
"north dakota",182.655462184874,6.40080971659919,171.258964143426,28.0372669615093,2.49655172413793
"ohio",175.879556259905,7.69375,169.44167962675,27.6784814395863,2.09872611464968
"oklahoma",177.405194805195,8.46649484536082,168.541237113402,28.1894604559194,2.26797385620915
"oregon",176.127192982456,7.0168776371308,170.029535864979,27.5641011377677,1.59504132231405
"pennsylvania",175.018957345972,9.06687402799378,167.78527607362,28.1134932639112,2.2624584717608
"puerto rico",164.633484162896,8.0184331797235,163.101382488479,28.283868425132,2.57142857142857
"rhode island",166.850877192982,8.64285714285714,166.978813559322,27.0815941919149,1.82706766917293
"south carolina",176.957230142566,7.17248459958932,169.21626984127,28.0078410529494,2.39024390243902
"south dakota",179.083086053412,7.05523255813953,170.386167146974,27.8028209715398,2
"tennessee",182.351239669421,9.72064777327935,169.646586345382,28.6643836483298,1.89473684210526
"texas",173.335260115607,7.62049335863378,168.259689922481,27.7437341356982,2.55793991416309
"utah",174.446215139442,7.04961832061069,170.669201520913,26.9370510867218,2.2716049382716
"vermont",170.905198776758,6.84802431610942,169.391044776119,26.81428458003,1.83653846153846
"virgin islands",170.766666666667,6.13223140495868,167.983606557377,27.4419330286424,2
"virginia",178.996153846154,6.42911877394636,169.973076923077,28.012547352839,2.23728813559322
"washington",175.611829944547,7.23762376237624,169.751119068935,27.5490790012698,1.865
"west virginia",176.59900990099,10.4536585365854,169.383495145631,27.8280640093646,2.22
"wisconsin",179.34693877551,8.02285714285714,170.606837606838,27.7988667622612,2.84285714285714
"wyoming",177.309895833333,8.33333333333333,169.934837092732,27.6206420208024,2.01530612244898
